Index,Expression,Success_P,Avg_Time_P,Std_Time_P,Success_S,Avg_Time_S,Std_Time_S
174,((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((92.37+487.82)+765.69)+956.87)+160.36)+253.47)+15.40)+888.85)+939.34)+477.55)+187.75)+551.95)+653.55)+164.95)+233.66)+94.19)+104.78)+12.89)+623.04)+401.35)+538.17)+45.26)+650.64)+362.21)+678.89)+98.69)+650.15)+5.90)+204.04)+228.92)+400.49)+33.31)+853.28)+127.65)+395.91)+109.24)+31.97)+357.49)+302.46)+437.61)+974.70)+728.21)+49.63)+186.44)+528.90)+236.91)+790.53)+401.68)+62.64)+807.61)+579.87)+858.68)+883.67)+790.17)+456.79)+353.38)+271.69)+315.61)+463.45)+142.61)+840.83)+854.46)+841.40)+352.01)+288.06)+345.47)+358.60)+969.39)+556.86)+163.64)+293.32)+768.90)+967.41)+195.51)+875.65)+64.87)+272.66)+523.23)+937.37)+448.74)+940.38)+993.65)+201.40)+0.69)+551.35)+593.02)+942.11)+38.16)+402.36)+467.94)+642.44)+415.46)+568.08)+783.84)+41.78)+152.60)+795.49)+810.25)+860.63)+589.45)+946.88)+161.03)+479.98)+0.99)+676.46)+245.13)+842.95)+535.70)+560.55)+110.06)+856.41)+654.16)+498.74)+361.44)+760.72)+483.27)+283.36)+391.40)+265.80)+290.76)+792.19)+325.97)+602.29)+707.07)+784.32)+42.59)+786.51)+804.71)+794.96)+947.00)+157.09)+140.54)+93.58)+723.40)+266.89)+631.75)+888.71)+575.67)+224.00)+801.97)+791.01)+489.11)+425.25)+100.94)+445.59)+80.07)+672.61)+626.61)+385.16)+370.13)+783.87)+488.40)+488.02)+168.81)+138.68)+755.80)+714.38)+594.95)+254.97)+208.67)+185.79)+606.01)+259.82)+711.40)+427.76)+402.21)+981.30)+667.16)+958.86)+496.27)+780.57)+15.34)+854.87)+824.46)+680.41),0,168.57,39.3539,0,58.1,13.8078
175,(((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((625.57+8.38)+860.65)+865.47)+21.59)+849.54)+152.83)+635.92)+929.04)+414.65)+43.79)+961.34)+309.60)+461.33)+633.02)+139.99)+787.94)+846.39)+227.14)+579.75)+782.99)+694.57)+657.83)+186.11)+892.21)+354.21)+236.59)+320.97)+508.45)+460.36)+200.47)+270.03)+384.85)+142.05)+357.55)+332.72)+72.04)+859.31)+431.58)+528.77)+973.73)+482.18)+988.24)+369.39)+374.50)+276.12)+778.83)+858.03)+931.31)+573.30)+523.62)+561.71)+742.61)+107.96)+427.76)+317.12)+902.46)+726.10)+514.62)+250.86)+256.29)+546.27)+237.67)+513.93)+699.24)+190.99)+913.58)+605.40)+997.49)+786.69)+949.03)+416.73)+941.24)+434.09)+705.84)+136.27)+368.42)+955.54)+755.76)+106.58)+370.32)+945.64)+439.43)+482.13)+235.60)+774.92)+77.48)+268.89)+151.91)+209.96)+791.71)+190.08)+626.16)+949.99)+498.33)+393.70)+983.32)+620.97)+657.41)+47.60)+91.80)+939.39)+323.41)+528.82)+863.96)+642.51)+582.43)+904.60)+582.22)+445.65)+9.84)+361.85)+538.88)+20.83)+117.94)+135.20)+388.80)+616.38)+581.82)+654.72)+802.60)+379.38)+278.06)+421.70)+450.92)+568.76)+152.84)+804.34)+490.71)+285.58)+735.98)+579.53)+92.33)+814.43)+122.86)+919.35)+444.36)+427.59)+548.05)+123.03)+740.24)+135.50)+276.29)+649.70)+549.48)+75.60)+614.70)+201.65)+170.44)+648.73)+263.40)+935.35)+365.21)+134.53)+39.70)+222.88)+992.45)+53.26)+171.19)+254.74)+362.60)+228.25)+260.55)+118.73)+571.75)+409.62)+501.69)+887.81)+430.92)+502.47)+987.84)+589.93)+870.13)+255.46)+440.46)+762.90),0,183.82,53.8114,0,64.78,20.1567
176,((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((39.50+927.22)+824.47)+918.90)+976.59)+569.36)+306.12)+881.50)+364.87)+440.13)+197.35)+835.30)+825.66)+873.46)+218.89)+968.34)+825.52)+597.74)+187.01)+75.17)+374.76)+671.51)+110.65)+629.85)+807.85)+579.81)+849.14)+429.76)+992.85)+800.33)+109.13)+69.37)+889.43)+667.02)+661.33)+0.11)+770.97)+765.31)+639.12)+727.80)+168.78)+741.56)+396.89)+544.73)+228.60)+112.57)+0.60)+94.92)+331.41)+80.89)+459.16)+148.85)+696.08)+968.67)+443.70)+262.03)+978.76)+989.67)+401.68)+961.34)+182.48)+24.58)+91.38)+744.55)+582.47)+511.28)+128.49)+459.01)+650.77)+412.56)+817.09)+825.39)+353.06)+833.99)+912.71)+930.43)+700.15)+426.42)+763.47)+618.41)+577.65)+579.65)+198.92)+183.18)+629.41)+482.10)+737.82)+576.98)+312.18)+744.54)+557.31)+748.83)+612.98)+357.49)+336.86)+677.73)+615.69)+954.19)+94.41)+731.02)+337.03)+526.21)+977.53)+311.65)+937.77)+161.99)+503.53)+837.68)+901.01)+352.22)+829.49)+194.61)+766.89)+154.09)+731.79)+195.45)+982.15)+53.29)+591.05)+730.92)+565.72)+973.23)+91.77)+403.24)+327.23)+786.22)+36.68)+422.91)+783.37)+113.16)+954.80)+245.37)+873.00)+552.03)+920.32)+739.80)+755.50)+745.90)+277.06)+527.83)+217.57)+765.56)+775.12)+502.70)+913.40)+576.78)+898.85)+905.93)+896.93)+749.50)+772.19)+249.64)+674.31)+51.03)+715.62)+472.10)+566.35)+629.84)+758.70)+522.50)+647.71)+106.93)+214.60)+736.64)+668.94)+798.95)+908.00)+795.64)+268.28)+65.29)+308.60)+652.46)+900.05)+210.59)+350.65)+396.95)+546.60),0,171.99,36.8945,0,61.93,17.9653
177,(((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((775.48+416.68)+179.94)+227.28)+953.73)+403.34)+968.16)+919.65)+537.77)+220.12)+491.74)+628.88)+658.34)+773.96)+912.52)+807.44)+650.40)+212.28)+766.73)+376.59)+417.69)+178.26)+95.49)+821.17)+384.37)+114.12)+945.21)+151.06)+864.62)+734.47)+170.37)+325.51)+774.94)+476.71)+11.46)+579.40)+953.19)+248.49)+298.17)+372.04)+839.20)+407.99)+78.33)+424.29)+50.11)+199.71)+570.96)+169.81)+946.25)+653.49)+213.30)+896.31)+265.04)+541.99)+180.66)+280.78)+11.24)+982.92)+998.79)+667.96)+427.10)+245.13)+867.43)+854.37)+338.39)+309.03)+819.56)+339.54)+607.26)+171.41)+920.58)+267.95)+494.35)+606.40)+694.44)+397.75)+966.72)+698.48)+286.42)+779.30)+725.06)+58.27)+265.15)+342.98)+524.93)+421.91)+120.95)+846.83)+667.79)+528.00)+96.88)+254.74)+461.95)+968.94)+914.51)+223.51)+519.06)+877.53)+686.05)+396.53)+419.50)+494.09)+163.21)+61.35)+144.23)+113.83)+82.45)+777.15)+609.78)+648.00)+902.74)+414.26)+543.55)+462.17)+775.62)+842.36)+607.38)+274.03)+599.67)+682.60)+521.50)+786.86)+831.52)+310.25)+403.83)+112.28)+10.45)+680.44)+88.75)+546.22)+339.22)+238.93)+719.47)+73.14)+300.26)+528.73)+369.64)+474.93)+80.24)+541.66)+669.75)+473.41)+546.04)+327.13)+79.64)+432.75)+148.77)+370.20)+20.44)+590.46)+884.53)+348.30)+894.96)+526.20)+810.79)+899.08)+766.38)+620.93)+897.54)+912.22)+615.47)+139.43)+419.56)+562.46)+255.13)+988.28)+15.09)+636.64)+982.02)+790.67)+753.42)+721.06)+895.28)+899.36)+553.09)+710.61)+179.86)+836.70),0,207.49,69.8109,0,70.89,22.5285
178,((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((451.07+205.30)+471.37)+369.67)+88.50)+379.75)+487.71)+922.79)+359.29)+508.33)+530.95)+715.71)+912.37)+202.43)+166.08)+225.18)+611.67)+268.85)+633.57)+330.71)+295.61)+333.19)+919.26)+64.12)+686.35)+504.64)+503.06)+975.78)+931.31)+581.87)+425.96)+193.94)+505.86)+955.31)+969.11)+783.93)+580.47)+876.37)+68.65)+802.14)+497.81)+622.36)+59.56)+0.96)+191.26)+428.41)+335.40)+62.12)+122.90)+516.35)+278.38)+757.17)+838.77)+140.67)+165.93)+745.87)+755.76)+58.84)+858.27)+997.57)+214.97)+69.22)+365.61)+755.72)+323.85)+881.51)+590.56)+463.78)+832.42)+470.50)+701.72)+780.56)+797.45)+711.31)+16.68)+402.09)+852.92)+965.67)+91.49)+592.89)+730.35)+64.62)+71.49)+564.71)+22.84)+892.52)+618.41)+578.26)+839.60)+136.13)+957.89)+185.25)+560.92)+407.30)+528.43)+297.30)+650.59)+470.47)+263.31)+428.28)+54.11)+506.87)+994.35)+965.35)+554.65)+0.83)+944.72)+900.94)+94.48)+917.71)+885.70)+938.79)+262.43)+676.79)+843.36)+348.96)+45.09)+834.51)+646.05)+238.23)+856.32)+146.18)+797.72)+327.96)+53.30)+891.96)+227.34)+834.75)+612.15)+459.28)+165.00)+145.68)+455.72)+304.18)+430.06)+54.75)+153.25)+741.39)+508.44)+419.41)+994.76)+942.98)+727.36)+703.86)+763.09)+195.29)+251.85)+780.52)+118.35)+45.90)+387.27)+871.49)+106.96)+658.12)+983.09)+822.54)+501.92)+827.35)+212.73)+286.69)+328.79)+35.92)+698.87)+962.79)+536.39)+156.82)+598.45)+217.46)+885.43)+452.28)+436.15)+392.21)+903.33)+333.51)+377.77)+226.00)+373.92)+497.80)+545.56),0,218.54,44.337,0,82.5,35.1049
179,(((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((279.24+245.94)+457.51)+383.51)+688.90)+413.31)+423.43)+580.72)+136.99)+451.29)+805.91)+877.72)+909.81)+126.84)+807.76)+69.93)+315.97)+539.79)+292.10)+279.35)+64.98)+127.92)+950.52)+445.82)+838.46)+12.31)+925.64)+268.81)+918.42)+802.25)+348.08)+260.08)+247.41)+230.55)+890.46)+883.41)+435.39)+543.03)+661.98)+872.04)+305.53)+98.19)+342.03)+540.75)+351.84)+346.77)+208.55)+33.23)+452.76)+572.00)+579.11)+126.78)+867.60)+830.05)+715.43)+275.39)+562.17)+369.18)+736.37)+146.08)+111.18)+592.31)+884.40)+81.78)+551.51)+224.89)+732.58)+507.12)+186.02)+500.07)+675.53)+673.09)+552.80)+937.79)+438.21)+998.23)+171.92)+498.77)+839.10)+775.01)+587.29)+618.21)+241.43)+782.86)+517.78)+263.59)+144.21)+779.12)+605.87)+804.34)+519.59)+791.56)+675.22)+457.16)+536.20)+992.79)+764.54)+609.02)+727.40)+379.07)+54.22)+288.86)+833.33)+741.16)+603.19)+773.12)+761.85)+489.61)+801.86)+916.35)+111.18)+526.81)+176.19)+176.45)+567.21)+28.65)+482.11)+837.77)+446.07)+147.75)+165.38)+527.70)+76.60)+419.77)+138.79)+631.26)+640.70)+320.72)+420.68)+352.84)+251.45)+95.57)+327.38)+226.31)+625.19)+539.05)+804.20)+216.91)+611.99)+721.72)+956.70)+226.85)+602.03)+250.51)+353.15)+459.58)+100.53)+689.48)+84.45)+378.23)+900.22)+67.46)+852.53)+518.92)+521.56)+865.68)+526.39)+970.28)+572.61)+879.35)+220.53)+498.51)+516.78)+479.99)+146.77)+699.30)+149.86)+660.31)+858.27)+894.35)+363.09)+390.62)+229.02)+88.62)+471.14)+410.07)+43.80)+223.49)+167.81)+461.60),0,221.93,54.189,0,85.98,43.9784
180,((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((119.19+178.61)+825.88)+605.81)+800.83)+612.86)+321.54)+96.66)+509.21)+370.37)+885.05)+51.68)+544.56)+469.59)+359.19)+967.58)+81.21)+962.74)+836.85)+914.70)+327.94)+692.72)+551.45)+223.33)+447.22)+427.22)+352.69)+678.40)+811.58)+232.41)+198.39)+338.85)+984.24)+86.86)+900.54)+370.53)+542.40)+129.19)+264.45)+618.08)+81.45)+931.79)+516.11)+330.98)+779.89)+671.20)+856.33)+288.86)+863.14)+768.59)+703.86)+771.47)+72.26)+505.15)+994.81)+712.06)+551.19)+772.06)+935.60)+633.41)+714.21)+713.82)+117.48)+465.81)+854.08)+470.14)+595.59)+129.78)+280.68)+337.04)+550.82)+663.87)+690.39)+392.44)+714.95)+130.17)+793.00)+930.55)+739.42)+438.65)+308.64)+331.38)+540.10)+461.08)+332.30)+889.26)+818.10)+801.84)+573.14)+784.55)+966.62)+991.95)+734.79)+550.01)+981.09)+227.68)+652.49)+358.51)+431.14)+199.21)+204.38)+985.84)+966.69)+196.21)+717.32)+52.14)+394.19)+188.04)+340.41)+207.69)+702.86)+895.77)+269.66)+217.50)+602.70)+495.95)+397.11)+300.85)+422.34)+286.06)+875.71)+140.71)+851.63)+297.64)+360.46)+231.49)+727.01)+887.72)+981.98)+122.52)+240.91)+939.10)+474.86)+27.54)+788.39)+464.68)+820.11)+623.24)+783.85)+249.44)+376.27)+27.11)+632.85)+306.51)+452.50)+228.72)+157.43)+930.81)+142.29)+520.58)+439.14)+677.45)+872.08)+111.57)+174.99)+134.17)+917.83)+49.62)+953.37)+333.57)+310.42)+189.60)+593.35)+458.07)+818.94)+988.60)+411.72)+729.23)+98.31)+237.23)+205.37)+714.24)+228.12)+991.69)+313.95)+588.85)+736.38)+279.56)+619.69)+196.68)+621.05),0,189.95,34.9699,0,69.02,19.3803
181,(((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((959.79+119.39)+617.86)+449.19)+586.62)+308.06)+511.50)+841.17)+618.03)+214.72)+779.44)+4.71)+122.12)+472.19)+36.11)+900.30)+415.79)+182.67)+203.83)+766.29)+5.34)+815.01)+816.77)+386.03)+64.15)+112.65)+236.42)+569.36)+189.82)+229.97)+69.79)+899.17)+276.20)+101.79)+742.66)+943.77)+874.30)+431.90)+984.65)+70.45)+41.97)+333.61)+934.87)+326.64)+830.80)+234.80)+251.28)+304.16)+7.56)+987.26)+799.94)+514.02)+69.13)+907.73)+291.15)+431.24)+910.89)+307.87)+403.43)+502.44)+587.64)+405.13)+991.98)+180.96)+387.77)+284.91)+413.05)+179.93)+2.76)+397.67)+597.86)+213.18)+893.14)+36.63)+604.17)+220.74)+973.59)+188.54)+866.36)+895.64)+73.59)+845.69)+504.89)+727.58)+443.06)+572.13)+750.08)+525.38)+983.53)+248.80)+552.19)+583.05)+315.31)+331.85)+445.68)+543.17)+135.96)+19.17)+192.72)+74.10)+327.92)+291.22)+531.38)+914.69)+236.80)+935.18)+527.47)+242.54)+372.74)+647.50)+518.14)+298.77)+404.93)+733.64)+316.70)+735.19)+392.78)+494.64)+339.80)+11.78)+7.82)+483.81)+389.20)+240.22)+457.28)+463.55)+883.11)+398.00)+166.45)+585.58)+925.17)+402.54)+550.63)+404.12)+17.79)+975.30)+807.15)+780.88)+321.26)+424.49)+475.06)+371.95)+305.25)+264.59)+946.39)+915.73)+737.11)+637.11)+920.27)+43.03)+209.30)+715.27)+573.11)+326.22)+719.13)+477.47)+807.11)+102.28)+74.26)+153.82)+298.07)+723.09)+11.08)+167.05)+623.38)+162.27)+320.18)+322.48)+884.90)+530.76)+565.31)+217.28)+858.45)+976.57)+232.50)+656.64)+117.22)+145.90)+72.69)+756.05)+940.93)+130.52),0,176.47,25.1855,0,64.22,15.4747
182,((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((597.56+167.27)+271.92)+106.04)+187.31)+134.23)+979.47)+19.04)+59.72)+765.32)+653.41)+784.27)+148.50)+778.05)+697.10)+145.24)+85.03)+40.68)+716.54)+909.46)+222.71)+15.77)+970.92)+242.95)+263.56)+671.52)+291.33)+311.22)+712.32)+976.75)+313.58)+321.54)+64.86)+71.18)+345.95)+389.56)+418.39)+913.39)+327.31)+131.85)+986.28)+423.98)+793.80)+448.13)+702.50)+861.46)+478.10)+379.56)+343.38)+169.49)+609.43)+772.68)+432.88)+454.05)+220.32)+834.91)+362.77)+72.61)+433.51)+27.80)+165.15)+605.02)+495.65)+453.82)+271.57)+233.13)+231.09)+900.45)+920.48)+484.09)+86.30)+485.31)+569.87)+761.33)+599.38)+819.10)+651.50)+749.52)+173.29)+429.74)+691.46)+411.64)+503.77)+911.44)+555.89)+767.72)+20.21)+598.72)+745.68)+676.58)+357.62)+522.73)+524.27)+404.16)+642.79)+319.98)+936.97)+663.12)+47.31)+67.20)+364.02)+150.51)+557.62)+969.87)+655.29)+468.37)+967.72)+496.71)+259.53)+841.07)+856.81)+477.03)+380.15)+213.62)+314.08)+772.73)+303.86)+899.88)+269.81)+632.14)+430.32)+383.58)+887.72)+845.54)+24.26)+773.33)+291.35)+743.61)+912.04)+659.60)+816.07)+645.87)+121.98)+192.14)+263.83)+157.39)+331.51)+636.17)+43.04)+305.29)+26.24)+72.39)+670.08)+109.30)+11.89)+809.33)+378.04)+644.68)+162.19)+951.05)+364.90)+801.05)+193.99)+330.33)+935.14)+967.38)+740.73)+477.86)+350.81)+30.79)+484.60)+656.98)+780.18)+469.41)+438.10)+66.61)+461.97)+304.81)+858.69)+25.91)+489.47)+583.53)+319.53)+316.23)+898.82)+499.35)+508.84)+53.01)+897.84)+991.65)+744.58)+83.22)+693.58),0,183.42,14.8774,0,65.54,7.36963
183,(((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((23.82+270.40)+696.92)+78.17)+872.77)+626.57)+774.99)+289.55)+526.13)+748.16)+355.89)+453.76)+399.26)+425.88)+728.69)+132.70)+282.50)+950.06)+634.51)+260.56)+230.36)+695.22)+608.33)+228.52)+746.92)+445.80)+499.83)+635.29)+394.56)+394.90)+145.59)+876.17)+821.63)+141.52)+450.52)+938.33)+522.57)+775.82)+226.79)+676.95)+483.95)+804.07)+13.98)+13.07)+713.66)+410.82)+568.70)+65.05)+367.16)+906.97)+503.74)+417.65)+442.22)+361.12)+407.43)+715.41)+953.74)+490.61)+746.04)+674.60)+945.39)+107.58)+105.62)+223.40)+678.80)+608.18)+673.01)+239.11)+662.36)+306.85)+280.33)+527.29)+104.55)+165.05)+937.96)+289.09)+742.16)+500.22)+147.73)+829.60)+161.98)+341.46)+953.16)+826.00)+625.29)+285.54)+987.78)+566.98)+223.53)+861.82)+574.96)+421.13)+979.05)+960.66)+811.65)+482.18)+941.63)+930.33)+989.20)+555.94)+617.17)+737.12)+733.58)+255.05)+634.23)+530.83)+604.24)+464.04)+198.16)+405.63)+484.97)+831.75)+148.89)+400.47)+632.68)+433.91)+691.21)+95.66)+754.36)+511.22)+143.58)+217.60)+254.60)+45.35)+256.86)+125.55)+70.37)+782.56)+535.81)+437.63)+264.71)+992.49)+760.45)+925.73)+751.65)+988.52)+75.83)+412.63)+70.26)+787.57)+632.85)+351.77)+135.53)+894.30)+531.14)+923.74)+383.27)+579.60)+313.80)+48.56)+201.10)+904.09)+959.87)+606.76)+848.35)+218.25)+209.59)+590.46)+829.03)+482.31)+142.01)+779.46)+425.54)+40.53)+125.97)+112.35)+327.43)+70.20)+818.73)+438.52)+213.33)+377.05)+105.22)+354.51)+223.66)+41.10)+798.22)+745.52)+942.89)+128.99)+872.92)+243.74)+537.50)+731.72),0,185.29,10.6707,0,65.62,2.02898
184,((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((964.85+243.42)+183.64)+361.60)+476.04)+861.18)+771.87)+761.42)+194.98)+85.66)+686.56)+45.17)+93.81)+733.86)+912.59)+955.80)+58.51)+425.60)+41.93)+780.57)+80.14)+987.76)+236.53)+303.50)+938.30)+990.44)+390.07)+865.33)+595.83)+106.71)+550.03)+403.48)+322.11)+671.73)+706.13)+878.94)+426.50)+202.32)+314.61)+593.72)+571.80)+324.45)+953.75)+593.92)+44.84)+664.85)+127.13)+635.11)+366.88)+212.33)+693.06)+320.74)+619.23)+466.53)+958.47)+49.42)+632.19)+220.87)+147.10)+336.92)+554.02)+375.68)+59.70)+315.08)+547.53)+321.29)+923.71)+744.42)+413.03)+762.56)+355.59)+477.05)+703.62)+801.94)+237.65)+241.33)+106.55)+702.01)+670.84)+789.76)+430.07)+175.67)+412.08)+843.62)+652.98)+673.23)+914.19)+782.30)+187.23)+833.33)+768.33)+302.39)+234.79)+195.11)+257.45)+28.16)+255.26)+129.47)+43.94)+429.92)+695.66)+980.85)+140.33)+516.48)+456.57)+565.14)+378.41)+893.48)+746.84)+152.85)+931.08)+613.65)+558.17)+116.21)+212.17)+917.39)+654.94)+658.09)+445.34)+861.12)+860.24)+976.78)+775.84)+600.99)+893.21)+241.22)+242.83)+213.91)+108.65)+57.89)+969.52)+767.75)+536.49)+751.99)+761.97)+449.84)+413.97)+603.37)+916.47)+72.93)+788.79)+206.25)+418.52)+2.94)+338.29)+685.61)+67.70)+883.16)+269.04)+796.12)+435.52)+850.26)+265.00)+832.23)+281.72)+945.32)+948.08)+387.70)+28.10)+285.81)+543.66)+212.68)+438.08)+817.96)+506.44)+723.72)+544.00)+10.78)+156.12)+976.07)+787.47)+69.42)+705.52)+638.34)+650.70)+283.96)+541.89)+515.51)+169.43)+667.29)+122.21)+908.59)+692.52)+167.51)+309.10),0,187.89,13.759,0,66.88,7.69924
185,(((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((84.83+659.13)+52.88)+762.29)+801.56)+742.73)+56.32)+628.58)+506.48)+394.16)+597.08)+185.10)+961.03)+948.69)+707.21)+99.42)+972.62)+885.65)+182.94)+605.93)+825.99)+330.92)+754.71)+404.79)+359.57)+249.43)+149.94)+85.81)+282.54)+603.34)+356.76)+148.01)+674.17)+842.06)+569.53)+136.73)+942.56)+675.38)+185.24)+320.71)+117.97)+734.27)+948.80)+425.77)+956.17)+322.90)+33.52)+409.53)+977.82)+165.08)+518.64)+735.28)+879.04)+46.76)+812.91)+506.43)+637.28)+709.13)+349.99)+365.42)+561.93)+383.26)+461.63)+644.72)+809.54)+967.66)+503.52)+588.06)+503.26)+320.47)+183.53)+583.57)+63.64)+666.05)+341.65)+36.59)+952.24)+254.53)+805.86)+91.21)+888.25)+814.38)+304.11)+93.64)+793.58)+744.04)+103.51)+707.75)+167.71)+703.14)+682.80)+752.39)+479.64)+331.84)+175.01)+440.31)+281.49)+63.01)+970.58)+589.60)+336.91)+433.85)+744.48)+495.58)+200.95)+439.37)+421.94)+600.67)+455.55)+496.01)+487.84)+64.70)+358.07)+61.70)+981.76)+387.71)+224.57)+278.90)+504.06)+706.94)+494.04)+350.42)+467.44)+264.71)+921.68)+606.55)+208.78)+885.26)+510.56)+933.11)+752.94)+702.30)+513.69)+531.53)+424.97)+456.20)+319.85)+722.69)+202.87)+655.92)+19.97)+660.61)+903.76)+412.54)+490.99)+40.37)+546.10)+258.95)+100.23)+558.01)+492.13)+170.26)+520.13)+769.51)+196.59)+57.68)+365.84)+667.05)+43.46)+464.15)+956.44)+816.66)+532.26)+629.03)+169.21)+990.23)+723.20)+860.06)+101.04)+136.35)+714.59)+112.79)+649.21)+222.53)+998.99)+20.49)+348.64)+607.76)+613.89)+626.49)+352.32)+481.96)+346.27)+785.83)+460.24)+271.83),0,192.28,22.6127,0,72.65,19.906
186,((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((675.97+76.51)+907.34)+592.77)+658.35)+961.36)+584.86)+776.88)+27.81)+323.78)+744.44)+859.93)+833.34)+930.70)+316.88)+778.41)+809.40)+579.33)+774.40)+289.91)+535.75)+406.47)+503.43)+213.26)+312.32)+178.37)+784.06)+625.11)+255.06)+714.68)+607.75)+471.35)+928.75)+512.59)+87.11)+56.58)+882.17)+636.65)+108.74)+650.53)+514.80)+184.00)+462.38)+286.51)+299.51)+888.10)+347.26)+384.07)+116.71)+595.20)+462.26)+161.29)+739.29)+285.28)+738.54)+571.82)+625.50)+817.84)+463.85)+939.47)+622.17)+830.15)+300.37)+255.95)+707.18)+524.69)+495.15)+8.82)+210.50)+843.85)+558.14)+609.53)+324.23)+273.23)+186.75)+774.37)+808.66)+145.62)+479.60)+648.17)+823.07)+292.99)+357.87)+713.75)+9.82)+54.19)+788.43)+175.62)+581.25)+55.10)+103.19)+292.52)+409.80)+513.00)+24.87)+912.72)+20.48)+173.94)+421.25)+991.89)+638.24)+922.05)+875.01)+216.35)+167.62)+205.87)+57.01)+142.60)+664.25)+98.88)+874.12)+287.74)+993.64)+188.31)+937.97)+423.65)+271.35)+622.52)+719.44)+696.72)+727.27)+179.55)+674.24)+969.11)+800.25)+836.75)+313.46)+354.18)+621.83)+27.71)+710.39)+492.49)+333.97)+25.94)+30.24)+318.54)+624.87)+205.75)+983.86)+703.28)+103.64)+889.48)+562.30)+531.99)+204.12)+676.87)+75.14)+818.36)+255.54)+861.48)+816.02)+786.64)+114.38)+306.24)+900.44)+773.47)+678.28)+795.93)+201.23)+70.08)+831.97)+913.31)+24.26)+747.81)+478.16)+470.26)+712.61)+838.40)+9.12)+280.42)+23.01)+685.85)+164.99)+940.62)+34.13)+689.14)+337.96)+20.36)+203.61)+125.40)+574.00)+174.28)+106.19)+805.05)+498.99)+580.83)+939.22),0,188.8,38.1645,0,67.34,14.706
