Index,Expression,Success_P,Avg_Time_P,Std_Time_P,Success_S,Avg_Time_S,Std_Time_S
121,(((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((20.01+305.97)+509.77)+627.40)+780.87)+26.77)+920.60)+558.00)+284.78)+339.64)+268.33)+751.57)+594.17)+171.95)+12.82)+504.10)+443.78)+645.26)+835.90)+918.71)+767.34)+710.11)+810.12)+643.00)+962.57)+912.02)+270.20)+284.96)+258.67)+443.32)+891.01)+168.47)+499.56)+96.38)+922.79)+332.69)+542.93)+984.07)+222.56)+569.30)+179.11)+308.47)+442.87)+362.48)+182.39)+493.51)+353.88)+675.36)+857.16)+256.63)+142.86)+120.74)+346.20)+656.68)+845.86)+313.97)+928.19)+83.33)+570.73)+230.76)+451.33)+472.41)+767.30)+14.65)+230.73)+798.47)+853.20)+682.53)+337.95)+853.31)+661.06)+485.40)+145.58)+790.36)+641.32)+684.76)+810.48)+678.34)+854.05)+978.65)+154.04)+871.16)+511.04)+87.29)+132.88)+309.02)+665.04)+257.45)+935.78)+583.21)+964.25)+137.78)+645.45)+101.43)+666.20)+821.21)+101.70)+341.63)+706.62)+187.55)+178.54)+657.65)+91.71)+349.99)+366.32)+688.78)+277.87)+206.40)+912.95)+989.85)+377.79)+572.96)+707.15)+992.94)+423.21)+916.41)+144.58)+39.44)+814.14)+257.17)+218.77)+837.53),0,143.11,4.70953,0,52.14,5.10895
122,((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((347.33+492.72)+102.09)+867.11)+546.70)+304.30)+402.83)+390.39)+320.00)+304.19)+547.68)+804.63)+390.04)+335.57)+934.49)+938.06)+981.25)+921.95)+193.74)+268.70)+32.31)+984.53)+999.07)+330.19)+539.80)+380.40)+420.22)+559.83)+77.36)+163.26)+962.32)+642.87)+642.91)+426.99)+408.76)+972.36)+377.17)+130.08)+337.21)+455.04)+837.83)+468.96)+742.04)+514.17)+723.99)+156.23)+728.55)+728.99)+213.16)+643.06)+878.15)+991.70)+514.42)+929.29)+566.70)+602.69)+452.48)+836.24)+668.89)+79.51)+296.83)+776.39)+854.91)+436.99)+485.40)+76.11)+260.96)+888.48)+706.19)+968.48)+196.60)+286.03)+375.42)+719.14)+537.01)+546.60)+747.57)+484.47)+446.96)+139.56)+638.53)+813.84)+254.11)+766.93)+846.08)+39.94)+306.83)+909.52)+266.88)+524.38)+321.80)+426.25)+2.84)+768.24)+889.93)+84.02)+80.19)+833.55)+393.75)+815.07)+799.41)+613.02)+90.37)+929.96)+826.92)+990.00)+876.60)+89.49)+130.02)+265.72)+879.54)+424.38)+596.69)+645.10)+249.89)+939.68)+145.57)+616.22)+794.00)+710.74)+386.39)+74.54)+793.19),0,145.12,4.60628,0,53.52,6.08605
123,(((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((188.89+735.22)+846.83)+659.41)+782.57)+599.18)+499.10)+401.00)+682.61)+576.77)+838.26)+671.91)+756.13)+338.82)+621.01)+286.58)+501.93)+959.26)+282.15)+14.39)+876.77)+827.71)+255.96)+899.79)+801.20)+697.74)+847.22)+144.98)+648.38)+373.19)+149.07)+488.07)+0.09)+556.38)+130.70)+696.79)+999.83)+223.90)+99.63)+480.56)+753.06)+600.45)+768.06)+757.14)+217.41)+92.59)+148.19)+594.59)+299.25)+451.12)+892.10)+569.97)+514.72)+930.82)+368.67)+251.11)+323.09)+132.51)+164.43)+506.04)+940.52)+296.10)+566.37)+41.63)+750.96)+452.13)+983.05)+187.90)+971.15)+36.16)+814.88)+658.64)+709.42)+140.95)+880.12)+137.94)+354.77)+589.85)+605.43)+406.58)+398.42)+194.83)+517.77)+217.51)+649.72)+774.98)+73.89)+870.84)+287.90)+792.86)+519.77)+759.93)+64.43)+932.55)+440.94)+885.06)+166.81)+596.96)+179.48)+561.28)+506.41)+189.80)+36.09)+615.70)+44.12)+595.13)+391.78)+685.70)+554.53)+37.54)+901.34)+772.24)+956.99)+59.60)+660.05)+514.55)+975.02)+97.61)+522.26)+551.81)+331.66)+191.65)+24.70)+66.30),0,145.73,5.57385,0,52.69,4.81306
124,((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((384.62+296.28)+661.52)+211.48)+276.97)+30.35)+171.80)+510.03)+34.83)+417.80)+919.57)+201.04)+960.51)+369.52)+562.30)+612.49)+201.81)+833.21)+750.39)+862.17)+469.73)+762.40)+618.49)+29.47)+365.50)+8.60)+617.25)+83.02)+287.01)+702.31)+697.42)+512.64)+15.51)+726.70)+563.52)+8.55)+622.28)+684.01)+182.39)+511.04)+998.53)+231.29)+233.45)+655.24)+611.44)+500.68)+3.17)+280.63)+557.94)+358.63)+420.86)+445.71)+12.26)+984.83)+979.76)+847.03)+11.24)+865.71)+957.34)+967.05)+224.07)+990.21)+515.69)+267.15)+981.52)+486.76)+924.06)+628.92)+308.25)+803.42)+134.09)+573.05)+174.56)+802.07)+398.70)+981.55)+870.53)+11.04)+491.50)+676.12)+577.68)+16.75)+452.85)+984.81)+780.63)+999.55)+389.42)+971.75)+227.75)+769.51)+220.86)+956.36)+497.94)+941.11)+154.67)+456.59)+841.79)+976.14)+30.41)+111.70)+409.16)+700.40)+546.74)+68.18)+885.57)+736.65)+948.83)+984.86)+621.14)+500.30)+623.00)+702.67)+765.21)+891.33)+577.42)+632.63)+535.45)+284.66)+360.28)+177.86)+365.14)+847.95)+542.71)+263.97)+497.26),0,146.72,4.65817,0,53.25,3.22983
125,(((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((447.10+470.55)+590.28)+791.79)+692.10)+95.39)+212.22)+714.35)+16.37)+192.44)+329.63)+16.14)+255.22)+483.01)+891.10)+674.70)+736.11)+874.27)+892.58)+584.13)+552.09)+2.73)+810.51)+238.38)+435.09)+584.29)+240.18)+629.13)+792.50)+505.94)+334.29)+401.23)+419.28)+899.11)+332.53)+801.44)+875.33)+745.46)+931.89)+209.05)+533.01)+278.35)+198.54)+802.99)+788.37)+178.16)+353.23)+668.00)+61.18)+173.65)+499.42)+770.75)+74.43)+944.39)+280.28)+601.17)+843.47)+120.46)+491.90)+343.59)+644.77)+569.65)+49.18)+648.01)+147.52)+390.13)+855.61)+203.70)+603.74)+9.88)+974.80)+446.91)+274.06)+137.62)+932.47)+53.32)+103.68)+587.58)+469.92)+15.52)+878.59)+448.91)+796.64)+104.04)+630.56)+742.28)+552.95)+404.95)+15.93)+753.18)+663.56)+444.39)+876.12)+978.69)+864.04)+979.30)+25.87)+827.26)+776.66)+286.40)+552.62)+864.56)+705.71)+922.73)+272.72)+591.05)+821.65)+483.29)+705.73)+222.75)+773.83)+721.08)+174.46)+115.34)+506.14)+678.11)+52.75)+548.80)+626.62)+667.48)+332.76)+734.66)+374.61)+0.58)+683.54)+179.12),0,148.9,5.91095,0,54.01,3.13499
126,((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((442.73+973.63)+771.78)+325.41)+115.46)+598.72)+725.76)+781.38)+586.47)+799.49)+98.88)+934.07)+867.19)+930.41)+448.32)+935.01)+651.02)+633.11)+726.25)+129.91)+444.30)+353.18)+908.96)+868.79)+791.47)+316.38)+340.23)+317.74)+322.28)+585.71)+39.25)+652.95)+171.47)+895.05)+169.49)+668.63)+592.97)+75.93)+225.00)+538.93)+823.24)+161.20)+326.47)+952.23)+110.17)+591.36)+951.04)+86.57)+922.69)+601.91)+355.69)+133.88)+121.84)+693.05)+11.93)+532.73)+547.33)+0.22)+652.54)+159.58)+981.45)+181.97)+338.63)+376.42)+534.21)+447.90)+915.42)+435.76)+885.56)+543.18)+203.17)+665.69)+331.23)+961.43)+732.95)+712.71)+550.54)+4.88)+34.34)+77.77)+43.31)+990.34)+703.13)+552.78)+646.66)+364.03)+235.84)+845.66)+90.31)+776.33)+762.33)+498.69)+471.21)+600.40)+889.08)+748.15)+183.68)+96.27)+59.75)+288.37)+718.40)+154.76)+112.76)+210.83)+396.40)+278.08)+650.65)+457.37)+46.86)+503.80)+377.10)+922.74)+528.78)+244.41)+716.58)+598.31)+784.20)+129.41)+979.58)+816.89)+394.26)+397.51)+927.11)+942.97)+576.94)+679.11)+784.40),0,145.26,10.8875,0,53,7.18303
127,(((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((398.41+998.31)+603.91)+967.87)+944.90)+989.65)+8.72)+580.53)+994.86)+660.10)+381.15)+22.76)+519.33)+392.71)+335.25)+463.40)+394.96)+35.93)+878.03)+994.29)+97.82)+116.99)+173.29)+412.20)+783.74)+344.51)+210.18)+447.29)+649.39)+293.69)+5.51)+616.18)+164.21)+864.93)+826.11)+498.42)+13.60)+543.17)+54.95)+603.06)+677.64)+45.23)+187.01)+63.64)+619.60)+664.87)+519.00)+863.70)+280.97)+283.09)+881.41)+826.16)+190.21)+901.77)+8.81)+57.41)+964.71)+918.03)+412.95)+397.06)+431.55)+994.06)+180.51)+770.96)+552.58)+178.96)+863.93)+140.90)+62.51)+648.29)+777.97)+327.87)+477.67)+178.30)+741.45)+555.59)+780.85)+720.05)+954.68)+385.42)+786.11)+191.60)+257.81)+73.06)+885.91)+545.81)+398.23)+57.69)+516.16)+113.34)+954.89)+757.23)+816.76)+365.75)+118.20)+583.65)+415.28)+636.68)+647.60)+290.32)+452.44)+162.88)+552.21)+64.40)+415.43)+81.59)+263.39)+859.34)+1.75)+451.25)+88.27)+520.24)+679.79)+202.99)+715.93)+607.34)+559.89)+39.58)+208.16)+614.26)+841.99)+243.68)+583.11)+356.14)+673.84)+153.08)+882.87)+383.63),0,145.5,12.7116,0,52.57,6.45772
128,((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((620.32+703.28)+971.66)+636.23)+34.14)+856.17)+617.43)+149.15)+714.73)+443.78)+600.95)+200.48)+436.98)+348.94)+714.78)+282.16)+323.43)+909.41)+415.06)+973.72)+279.70)+842.59)+348.50)+178.29)+522.16)+866.76)+719.72)+343.36)+816.69)+149.02)+595.97)+402.24)+372.52)+978.11)+157.70)+499.06)+749.23)+347.15)+521.15)+913.93)+349.14)+54.06)+510.23)+446.25)+161.20)+212.25)+289.75)+806.10)+51.33)+745.97)+596.20)+353.56)+250.24)+703.95)+225.76)+292.52)+330.51)+903.67)+987.35)+328.23)+555.60)+898.42)+812.25)+413.44)+686.35)+548.32)+615.46)+9.08)+657.70)+955.82)+437.18)+749.94)+249.84)+108.56)+490.16)+109.03)+443.24)+493.96)+15.60)+171.52)+754.58)+307.08)+23.14)+843.71)+237.78)+417.64)+213.91)+140.77)+888.97)+973.76)+67.89)+13.23)+360.49)+833.08)+510.64)+246.42)+583.02)+808.99)+757.72)+70.57)+90.19)+825.07)+892.53)+735.36)+278.97)+605.53)+203.70)+631.48)+311.33)+595.67)+361.63)+933.92)+347.93)+705.64)+628.74)+209.44)+73.90)+984.79)+346.56)+650.74)+7.04)+318.13)+891.23)+855.12)+32.35)+761.43)+360.68)+3.71)+362.44),0,131.16,20.3578,0,49.02,13.953
129,(((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((585.76+841.76)+537.75)+941.21)+879.58)+122.02)+743.59)+547.92)+864.00)+278.45)+948.48)+126.26)+115.99)+513.06)+976.44)+66.23)+49.18)+608.88)+458.58)+363.52)+604.95)+367.51)+807.81)+786.79)+651.21)+964.88)+809.58)+627.23)+850.61)+226.59)+243.13)+279.41)+968.96)+268.60)+387.66)+370.65)+585.45)+674.17)+766.99)+859.07)+370.47)+570.50)+372.04)+928.72)+68.75)+447.61)+923.15)+374.54)+873.85)+714.33)+703.30)+417.84)+605.53)+93.56)+500.19)+677.64)+12.36)+728.30)+521.29)+289.05)+42.48)+890.42)+276.32)+49.16)+238.18)+171.25)+117.43)+641.45)+847.31)+805.95)+518.55)+223.90)+90.62)+80.56)+51.33)+694.15)+552.97)+735.11)+69.06)+719.30)+278.02)+763.07)+888.36)+602.87)+450.99)+777.47)+980.38)+245.90)+875.73)+390.49)+11.67)+197.10)+638.07)+30.64)+28.40)+363.70)+628.28)+546.61)+899.37)+791.41)+167.79)+117.52)+191.87)+746.22)+731.48)+26.98)+479.17)+343.35)+713.13)+509.47)+670.74)+85.04)+263.67)+491.20)+616.30)+82.26)+619.89)+556.06)+638.16)+477.07)+184.72)+561.32)+52.41)+923.59)+841.40)+342.15)+550.44)+282.77)+459.43)+682.67),0,134.89,25.9899,0,47.36,8.74847
130,((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((668.29+887.42)+923.77)+855.43)+254.36)+982.89)+411.02)+48.53)+711.80)+161.57)+515.13)+800.51)+240.67)+889.93)+980.18)+968.36)+217.74)+482.45)+592.13)+867.88)+472.10)+592.18)+704.54)+256.27)+67.93)+779.60)+672.25)+461.83)+990.20)+347.07)+285.50)+464.86)+869.66)+453.93)+153.25)+732.00)+663.10)+693.02)+614.60)+622.30)+976.33)+250.32)+125.43)+39.60)+620.37)+578.02)+818.70)+887.48)+900.74)+717.53)+466.73)+278.86)+745.27)+723.76)+291.24)+844.18)+85.47)+514.71)+805.00)+635.65)+384.34)+604.92)+833.64)+957.59)+169.74)+832.47)+247.78)+508.69)+478.73)+93.95)+22.26)+167.23)+685.19)+981.14)+967.52)+51.14)+485.22)+86.76)+218.93)+635.22)+160.45)+727.24)+764.75)+171.47)+887.03)+343.26)+173.17)+476.59)+989.52)+791.83)+318.20)+986.90)+882.39)+266.25)+862.60)+708.39)+851.88)+514.62)+288.39)+979.99)+673.79)+465.05)+132.84)+608.54)+769.92)+69.90)+831.67)+849.92)+679.15)+550.54)+895.56)+714.51)+782.63)+618.27)+297.57)+281.22)+433.59)+264.29)+951.83)+445.47)+88.65)+882.42)+852.37)+859.09)+746.57)+618.91)+985.80)+360.81)+198.34)+531.31)+652.18),0,134.6,21.1899,0,49.61,14.6169
131,(((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((218.51+462.63)+381.44)+895.64)+971.60)+645.23)+456.33)+599.06)+420.43)+96.01)+664.64)+560.39)+392.77)+330.98)+753.11)+548.89)+174.91)+788.11)+733.65)+490.26)+717.18)+696.41)+519.96)+986.06)+650.70)+269.23)+987.77)+466.29)+989.89)+999.35)+41.02)+370.62)+69.12)+731.67)+217.07)+333.92)+117.52)+176.10)+697.58)+186.76)+846.97)+953.18)+140.59)+918.22)+597.07)+888.48)+678.85)+506.98)+867.21)+221.12)+419.46)+894.70)+210.17)+272.15)+965.23)+602.18)+874.21)+818.18)+76.58)+53.46)+512.62)+524.16)+521.28)+150.18)+35.96)+429.58)+988.38)+627.30)+26.38)+411.58)+341.89)+206.02)+656.57)+945.08)+994.44)+574.80)+643.09)+457.31)+51.10)+819.48)+956.35)+407.81)+20.40)+848.17)+183.02)+961.52)+223.19)+217.57)+626.76)+952.45)+842.31)+753.31)+949.82)+657.68)+569.66)+231.18)+427.74)+993.68)+840.29)+824.95)+880.62)+579.24)+330.00)+333.42)+795.52)+231.37)+645.93)+200.63)+993.18)+300.54)+235.88)+377.70)+29.14)+826.13)+798.30)+15.49)+316.70)+693.41)+112.53)+317.82)+606.75)+567.50)+984.73)+312.60)+930.47)+476.71)+131.91)+945.96)+719.10)+874.02)+585.96)+153.92),0,141.08,17.7944,0,50.34,7.57884
132,((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((855.84+135.98)+450.01)+347.96)+147.08)+17.68)+127.64)+234.59)+720.82)+739.47)+202.32)+371.39)+31.91)+244.02)+289.80)+712.82)+361.78)+400.58)+507.24)+101.85)+766.77)+57.96)+97.53)+177.62)+175.97)+536.86)+971.13)+818.40)+907.46)+696.15)+228.14)+425.33)+559.72)+168.54)+622.89)+846.65)+710.29)+844.78)+157.28)+415.04)+583.37)+700.97)+271.54)+714.52)+879.56)+713.78)+469.49)+663.10)+755.82)+73.81)+599.40)+184.99)+174.63)+53.94)+525.60)+830.86)+252.38)+794.50)+108.15)+697.71)+383.46)+873.34)+255.02)+59.62)+26.42)+61.48)+371.36)+427.59)+422.17)+469.24)+584.23)+206.77)+248.05)+910.15)+883.87)+215.49)+811.30)+601.11)+923.03)+355.81)+16.77)+877.52)+488.27)+436.62)+273.01)+405.26)+135.12)+962.71)+326.78)+202.43)+262.28)+87.67)+512.29)+996.28)+408.45)+777.03)+568.03)+938.29)+830.68)+309.20)+693.89)+170.69)+729.10)+936.16)+81.73)+656.64)+194.19)+820.04)+451.04)+580.10)+706.71)+594.11)+281.36)+801.76)+152.07)+810.67)+930.24)+594.25)+523.65)+35.75)+854.90)+366.72)+407.60)+495.93)+41.42)+171.46)+671.66)+554.87)+670.31)+883.61)+767.91)+253.98)+697.41),0,133.27,24.7202,0,49.47,14.3938
133,(((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((308.76+324.59)+452.45)+268.93)+889.24)+516.52)+124.71)+77.66)+160.37)+313.89)+618.67)+917.54)+177.01)+973.39)+771.63)+783.43)+168.03)+12.49)+997.51)+113.73)+518.59)+896.33)+554.30)+178.64)+353.36)+989.65)+88.34)+714.45)+767.81)+507.90)+222.26)+494.56)+104.21)+483.48)+817.58)+94.23)+761.59)+58.68)+288.49)+696.37)+963.04)+757.05)+775.97)+725.84)+271.16)+330.59)+295.00)+986.10)+308.78)+624.15)+61.29)+62.64)+723.04)+182.53)+787.57)+710.34)+707.41)+383.83)+989.26)+459.56)+838.65)+172.01)+19.16)+27.51)+442.93)+255.17)+645.59)+347.77)+905.23)+172.00)+779.87)+259.64)+810.20)+27.39)+287.30)+670.64)+516.09)+883.28)+292.26)+24.35)+234.18)+871.81)+521.84)+628.36)+926.60)+299.87)+899.84)+652.31)+300.66)+170.40)+888.17)+552.68)+965.74)+204.04)+347.17)+804.93)+474.12)+598.13)+707.84)+650.26)+906.35)+998.98)+846.88)+577.42)+770.50)+836.66)+783.63)+399.65)+938.29)+769.12)+632.96)+102.42)+428.75)+982.01)+603.20)+28.78)+706.78)+848.67)+525.72)+823.70)+850.92)+333.29)+649.89)+752.14)+180.04)+891.01)+256.74)+982.73)+813.21)+578.98)+881.59)+964.63)+553.25)+458.84),0,139.75,35.1971,0,49.09,15.0253
134,((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((674.16+645.59)+444.90)+420.72)+989.65)+86.66)+433.83)+312.66)+898.12)+677.30)+418.34)+989.62)+527.56)+768.85)+135.26)+308.64)+384.16)+630.94)+263.37)+468.79)+871.51)+478.85)+70.73)+836.79)+959.51)+535.51)+329.96)+678.80)+580.30)+135.41)+772.95)+950.59)+589.95)+347.71)+954.36)+988.43)+511.25)+561.86)+254.69)+581.04)+601.65)+1.87)+399.26)+369.89)+707.36)+532.22)+99.45)+533.24)+200.49)+703.38)+632.18)+8.74)+815.35)+654.66)+842.19)+719.71)+170.95)+170.76)+919.38)+992.21)+72.76)+920.61)+632.26)+446.85)+278.54)+399.43)+179.88)+297.89)+578.32)+760.12)+347.70)+744.67)+696.47)+577.85)+948.88)+822.10)+7.56)+135.25)+179.51)+10.66)+143.13)+536.19)+809.37)+44.94)+242.68)+802.91)+446.10)+526.73)+751.23)+959.82)+750.59)+140.48)+18.43)+719.76)+985.75)+569.88)+989.47)+57.44)+469.85)+761.49)+447.26)+52.53)+827.35)+276.82)+581.17)+736.38)+380.50)+62.55)+238.52)+831.80)+58.85)+36.02)+352.28)+767.45)+472.37)+42.34)+537.80)+754.12)+578.10)+91.23)+274.14)+548.10)+935.73)+755.69)+947.76)+964.64)+732.40)+490.35)+235.59)+605.76)+19.73)+615.45)+887.96)+978.89)+207.85),0,143.22,32.4067,0,54.78,20.9282
135,(((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((367.74+644.17)+637.48)+46.07)+379.80)+317.85)+135.98)+415.81)+527.82)+151.82)+716.60)+934.81)+382.94)+135.84)+100.65)+677.03)+763.44)+127.83)+394.48)+971.24)+632.70)+734.43)+610.73)+584.43)+460.77)+240.37)+957.38)+683.82)+980.86)+348.04)+529.38)+221.82)+139.65)+20.89)+70.29)+310.96)+222.43)+457.69)+363.10)+703.30)+426.73)+32.45)+461.21)+526.74)+901.22)+750.00)+170.98)+711.61)+969.77)+853.61)+548.78)+333.32)+25.79)+512.10)+903.66)+856.85)+67.15)+592.45)+366.12)+451.33)+487.97)+264.42)+158.03)+27.19)+939.74)+144.06)+207.23)+921.00)+294.57)+830.54)+887.53)+745.33)+749.47)+370.68)+966.49)+854.46)+923.32)+158.04)+208.96)+36.40)+833.27)+815.19)+972.86)+840.63)+488.80)+199.45)+83.65)+926.67)+589.93)+931.15)+855.59)+895.15)+857.98)+25.65)+152.00)+631.35)+27.10)+450.67)+369.87)+471.81)+770.95)+401.68)+998.87)+37.72)+907.70)+777.41)+896.22)+710.72)+137.26)+963.67)+364.58)+437.89)+688.52)+938.01)+135.19)+160.90)+235.99)+354.84)+762.87)+620.65)+287.88)+338.84)+881.14)+339.58)+311.63)+572.34)+399.58)+779.83)+545.72)+933.17)+709.90)+222.27)+643.25)+59.11)+473.39)+252.79),0,158.89,10.9202,0,56.55,6.35065
136,((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((606.21+548.21)+812.30)+360.38)+969.49)+258.67)+529.52)+648.21)+405.49)+72.11)+994.74)+539.27)+482.09)+558.92)+754.68)+930.12)+461.18)+31.03)+560.79)+220.10)+188.93)+300.32)+532.82)+141.70)+615.34)+57.56)+447.15)+257.52)+109.49)+173.76)+338.81)+439.41)+215.28)+191.64)+900.25)+483.94)+504.39)+300.54)+129.68)+541.45)+220.53)+402.49)+679.65)+958.29)+968.30)+178.07)+739.60)+469.92)+867.06)+606.75)+615.95)+203.64)+509.55)+974.79)+305.91)+489.27)+152.13)+891.70)+718.77)+334.98)+31.78)+43.19)+811.47)+451.38)+275.48)+991.28)+432.37)+779.41)+577.47)+474.27)+977.65)+325.41)+136.81)+433.81)+17.07)+978.94)+975.49)+120.15)+436.60)+877.01)+987.79)+772.63)+641.99)+902.87)+524.48)+945.83)+569.59)+152.04)+339.82)+353.83)+866.85)+214.42)+693.21)+832.34)+68.52)+548.50)+665.56)+47.42)+919.47)+543.88)+17.72)+743.00)+524.72)+944.88)+564.74)+559.13)+256.38)+961.90)+661.25)+649.01)+876.46)+596.12)+32.25)+988.54)+368.61)+241.28)+265.36)+889.00)+455.20)+614.93)+74.63)+223.36)+9.69)+784.98)+195.99)+946.08)+727.40)+391.22)+200.87)+988.32)+658.33)+595.91)+427.84)+786.36)+359.90)+757.63)+445.24),0,163.17,5.89137,0,58.47,6.07937
137,(((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((111.58+245.38)+185.03)+832.10)+148.91)+661.91)+652.49)+429.70)+898.86)+185.23)+85.98)+36.63)+619.45)+114.04)+670.79)+932.25)+360.77)+522.93)+951.73)+668.48)+170.77)+182.81)+422.62)+992.30)+625.40)+44.71)+394.11)+753.28)+306.93)+617.61)+126.07)+874.74)+795.79)+810.28)+407.34)+161.64)+756.66)+166.00)+935.35)+394.95)+978.12)+339.92)+93.38)+507.95)+98.17)+940.74)+940.66)+688.94)+61.26)+568.45)+900.95)+240.07)+783.64)+655.90)+748.55)+798.58)+755.58)+967.31)+590.43)+316.83)+991.76)+551.70)+421.58)+473.69)+256.58)+291.06)+810.96)+774.15)+93.62)+525.27)+234.05)+686.25)+805.28)+308.51)+125.36)+852.22)+233.31)+160.96)+255.28)+573.29)+288.83)+296.53)+827.34)+145.35)+877.87)+322.57)+516.93)+105.73)+943.15)+529.29)+810.47)+535.70)+446.32)+316.05)+796.73)+655.49)+760.91)+652.12)+144.55)+452.73)+952.31)+548.58)+52.98)+408.81)+852.96)+746.02)+329.73)+732.75)+359.06)+687.56)+835.08)+242.26)+587.17)+499.26)+42.98)+419.90)+287.81)+197.90)+39.31)+684.50)+378.10)+698.94)+91.48)+521.59)+289.57)+744.53)+310.14)+522.41)+85.69)+269.02)+481.97)+508.71)+852.62)+48.70)+555.32)+259.99)+574.42)+318.35),0,163.45,5.1215,0,58.75,5.94822
138,((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((429.97+455.26)+512.42)+170.48)+263.68)+713.56)+867.93)+340.68)+787.44)+538.81)+706.56)+108.71)+89.05)+730.80)+546.97)+984.62)+499.36)+729.57)+813.25)+234.74)+301.33)+378.97)+389.15)+492.89)+45.43)+466.94)+840.66)+987.27)+972.71)+342.23)+812.23)+68.05)+660.69)+174.24)+467.84)+925.36)+550.89)+782.82)+779.50)+40.96)+382.96)+394.87)+606.83)+946.37)+706.86)+125.08)+286.67)+6.90)+18.23)+407.58)+141.51)+352.69)+584.44)+700.43)+190.52)+103.56)+468.16)+379.21)+316.24)+129.61)+417.18)+554.18)+186.75)+670.90)+879.10)+43.26)+124.86)+465.29)+182.62)+363.17)+766.31)+415.27)+369.74)+156.73)+103.99)+813.74)+537.95)+292.29)+466.63)+697.66)+639.78)+758.10)+370.49)+748.13)+885.22)+902.72)+50.79)+665.59)+639.80)+146.19)+66.32)+704.85)+427.96)+764.49)+798.92)+514.02)+183.38)+96.37)+617.65)+805.87)+247.02)+674.07)+160.74)+569.58)+956.57)+52.02)+355.31)+621.16)+819.89)+968.58)+846.00)+743.35)+441.47)+775.79)+699.53)+976.16)+353.40)+544.68)+485.20)+732.69)+317.86)+294.84)+369.83)+804.65)+832.20)+825.99)+368.38)+294.56)+731.87)+459.10)+73.43)+88.61)+241.35)+329.07)+715.94)+796.96)+588.96)+600.93)+842.21),0,163.87,4.6832,0,59.13,5.7764
